465984 matched reads / 1000000 total reads
0	163
1	1
2	0
3	0
4	25
5	37
6	0
7	60
8	15
9	70
10	35
11	26
12	24
13	63
14	59
15	9
16	10
17	6
18	0
19	63
20	10
21	44
22	15
23	22
24	145
25	60
26	7
27	218
28	15
29	16
30	35
31	503
32	48
33	1
34	0
35	76
36	107
37	122
38	31
39	0
40	0
41	51
42	180
43	0
44	49
45	156
46	397
47	37
48	6
49	9
50	45
51	0
52	71
53	34
54	91
55	42
56	39
57	5
58	64
59	11
60	46
61	12
62	30
63	0
64	7
65	15
66	7
67	0
68	2
69	3
70	0
71	65
72	20
73	32
74	14
75	27
76	44
77	27
78	17
79	28
80	14
81	8
82	19
83	18
84	74
85	91
86	34
87	160
88	11
89	17
90	28
91	78
92	39
93	398
94	2
95	35
96	0
97	87
98	0
99	21
100	0
101	27
102	14
103	96
104	29
105	4
106	21
107	8
108	17
109	13
110	22
111	38
112	28
113	21
114	0
115	35
116	27
117	19
118	59
119	4
120	0
121	12
122	54
123	232
124	0
125	27
126	0
127	2
128	95
129	13
130	2
131	0
132	7
133	92
134	0
135	4
136	14
137	0
138	13
139	49
140	53
141	44
142	0
143	19
144	1
145	6
146	128
147	21
148	99
149	2
150	52
151	0
152	115
153	0
154	206
155	28
156	0
157	15
158	53
159	0
160	53
161	83
162	9
163	34
164	29
165	19
166	531
167	50
168	32
169	1
170	22
171	0
172	60
173	44
174	0
175	10
176	160
177	51
178	38
179	0
180	127
181	0
182	0
183	584
184	10
185	249
186	0
187	11
188	18
189	70
190	41
191	7
192	35
193	149
194	11
195	58
196	124
197	0
198	9
199	1
200	57
201	0
202	28
203	4
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	28
212	45
213	47
214	9
215	120
216	64
217	86
218	18
219	44
220	0
221	51
222	180
223	0
224	61
225	182
226	0
227	6
228	0
229	25
230	10
231	0
232	22
233	15
234	0
235	12
236	66
237	26
238	53
239	85
240	22
241	88
242	26
243	25
244	59
245	0
246	40
247	0
248	48
249	180
250	40
251	24
252	2
253	0
254	0
255	13
256	0
257	72
258	5
259	34
260	39
261	29
262	68
263	182
264	43
265	16
266	41
267	13
268	208
269	0
270	48
271	40
272	20
273	52
274	16
275	28
276	22
277	140
278	20
279	61
280	4
281	97
282	147
283	25
284	2
285	2
286	0
287	35
288	0
289	1
290	198
291	15
292	1
293	81
294	158
295	0
296	134
297	83
298	101
299	7
300	48
301	19
302	60
303	413
304	0
305	0
306	164
307	2
308	110
309	3
310	44
311	0
312	100
313	153
314	6
315	139
316	72
317	56
318	2
319	0
320	14
321	13
322	92
323	1
324	34
325	145
326	51
327	21
328	19
329	52
330	19
331	0
332	15
333	108
334	17
335	13
336	2
337	40
338	29
339	20
340	4
341	32
342	97
343	47
344	126
345	0
346	2
347	16
348	92
349	0
350	34
351	95
352	4
353	0
354	14
355	107
356	102
357	40
358	69
359	82
360	30
361	44
362	7
363	26
364	35
365	149
366	32
367	20
368	62
369	87
370	0
371	0
372	18
373	12
374	85
375	381
376	27
377	50
378	28
379	1112
380	1105
381	0
382	41
383	8
384	6
385	10
386	8
387	1
388	22
389	4
390	0
391	40
392	0
393	5
394	57
395	0
396	0
397	43
398	9
399	9
400	38
401	42
402	0
403	7
404	3
405	0
406	34
407	26
408	7
409	29
410	23
411	0
412	1
413	0
414	16
415	11
416	140
417	20
418	47
419	20
420	11
421	774
422	25
423	431
424	39
425	80
426	0
427	89
428	0
429	4
430	23
431	45
432	4
433	56
434	155
435	7
436	9
437	47
438	13
439	42
440	30
441	45
442	4
443	9
444	2
445	203
446	0
447	6
448	37
449	69
450	14
451	0
452	50
453	7
454	13
455	140
456	0
457	5
458	0
459	318
460	39
461	104
462	11
463	0
464	10
465	10
466	42
467	0
468	1
469	52
470	0
471	2
472	20
473	57
474	16
475	115
476	0
477	6
478	85
479	32
480	54
481	0
482	11
483	1870
484	46
485	0
486	0
487	16
488	0
489	16
490	18
491	52
492	157
493	0
494	0
495	46
496	44
497	28
498	58
499	30
500	26
501	19
502	0
503	0
504	72
505	0
506	151
507	22
508	0
509	0
510	77
511	0
512	112
513	13
514	5
515	45
516	7
517	8
518	32
519	0
520	49
521	4
522	5
523	267
524	10
525	0
526	52
527	83
528	7
529	15
530	0
531	0
532	40
533	86
534	0
535	156
536	14
537	39
538	0
539	41
540	41
541	12
542	21
543	0
544	1249
545	0
546	0
547	0
548	24
549	1
550	77
551	6
552	13
553	11
554	128
555	1
556	34
557	17
558	0
559	1
560	0
561	376
562	0
563	4
564	0
565	186
566	55
567	11
568	115
569	13
570	24
571	0
572	97
573	43
574	0
575	0
576	15
577	73
578	1043
579	79
580	23
581	184
582	58
583	4
584	0
585	8
586	86
587	1
588	0
589	23
590	196
591	10
592	25
593	8
594	95
595	10
596	31
597	8
598	40
599	21
600	42
601	630
602	23
603	9
604	20
605	0
606	17
607	10
608	1
609	53
610	0
611	0
612	99
613	0
614	0
615	10
616	104
617	244
618	5
619	24
620	8
621	66
622	50
623	0
624	24
625	42
626	113
627	49
628	8
629	10
630	22
631	1
632	184
633	215
634	7
635	8
636	0
637	25
638	1
639	23
640	0
641	24
642	19
643	21
644	19
645	0
646	1
647	2
648	0
649	36
650	5
651	14
652	118
653	26
654	42
655	4
656	57
657	1107
658	16
659	176
660	1
661	26
662	142
663	243
664	337
665	17
666	870
667	23
668	2
669	8
670	59
671	80
672	12
673	27
674	4
675	11
676	26
677	31
678	58
679	66
680	16
681	13
682	133
683	30
684	0
685	36
686	23
687	1
688	0
689	25
690	2
691	25
692	23
693	6
694	18
695	53
696	3
697	46
698	2706
699	24
700	36
701	65
702	40
703	1
704	31
705	61
706	7
707	46
708	112
709	15
710	44
711	35
712	11
713	52
714	36
715	0
716	0
717	0
718	4
719	50
720	9
721	71
722	98
723	46
724	2
725	45
726	6
727	4
728	0
729	0
730	17
731	7
732	27
733	141
734	0
735	54
736	24
737	0
738	18
739	194
740	1
741	115
742	582
743	0
744	17
745	25
746	17
747	644
748	1
749	0
750	150
751	10
752	42
753	31
754	3
755	0
756	0
757	35
758	0
759	32
760	1
761	0
762	22
763	49
764	2
765	0
766	19
767	114
768	16
769	13
770	5
771	0
772	2
773	73
774	18
775	204
776	16
777	32
778	144
779	0
780	20
781	216
782	158
783	8
784	102
785	1
786	216
787	11
788	36
789	9
790	178
791	10
792	45
793	176
794	0
795	54
796	92
797	37
798	54
799	0
800	579
801	21
802	14
803	95
804	1
805	40
806	15
807	8
808	1
809	39
810	35
811	19
812	83
813	16
814	420
815	202
816	12
817	40
818	64
819	51
820	67
821	119
822	33
823	64
824	42
825	54
826	66
827	42
828	252
829	62
830	10
831	468
832	6
833	18
834	0
835	137
836	20
837	1102
838	69
839	2
840	6
841	154
842	62
843	286
844	112
845	2
846	1
847	0
848	67
849	0
850	11
851	117
852	1
853	20
854	55
855	62
856	124
857	0
858	926
859	5
860	213
861	0
862	38
863	43
864	88
865	19
866	56
867	0
868	208
869	27
870	1
871	42
872	32
873	6
874	45
875	3
876	54
877	0
878	13
879	609
880	9
881	181
882	0
883	20
884	110
885	35
886	32
887	0
888	0
889	20
890	157
891	44
892	0
893	286
894	56
895	2
896	46
897	0
898	1
899	132
900	118
901	26
902	16
903	311
904	124
905	6
906	59
907	6
908	58
909	61
910	18
911	47
912	0
913	4
914	0
915	107
916	30
917	125
918	34
919	103
920	275
921	139
922	13
923	34
924	19
925	12
926	10
927	22
928	8
929	25
930	25
931	86
932	15
933	26
934	30
935	84
936	54
937	5
938	1
939	50
940	5
941	46
942	15
943	46
944	2
945	5
946	0
947	120
948	582
949	4
950	20
951	39
952	0
953	2
954	70
955	76
956	19
957	10
958	6
959	38
960	0
961	6
962	86
963	0
964	0
965	25
966	1
967	2
968	1
969	16
970	0
971	182
972	22
973	36
974	51
975	20
976	7
977	51
978	10
979	0
980	0
981	0
982	31
983	26
984	75
985	45
986	1699
987	148
988	253
989	108
990	0
991	0
992	17
993	14
994	5
995	42
996	18
997	21
998	54
999	0
1000	34
1001	27
1002	0
1003	18
1004	78
1005	2
1006	33
1007	22
1008	11
1009	0
1010	32
1011	0
1012	12
1013	158
1014	25
1015	33
1016	38
1017	1
1018	193
1019	118
1020	34
1021	23
1022	15
1023	35
1024	5
1025	100
1026	109
1027	4
1028	178
1029	100
1030	0
1031	24
1032	385
1033	92
1034	30
1035	0
1036	0
1037	25
1038	23
1039	117
1040	38
1041	0
1042	46
1043	21
1044	217
1045	55
1046	33
1047	5
1048	139
1049	0
1050	4
1051	33
1052	37
1053	5
1054	110
1055	24
1056	0
1057	0
1058	36
1059	716
1060	74
1061	0
1062	45
1063	171
1064	115
1065	0
1066	11
1067	34
1068	78
1069	20
1070	0
1071	16
1072	69
1073	3
